lyric,line,album,track_n,song_name,album_year
you aint asked for none of this shit  now you are being punished  ,74,Revival,18,Castle,2017-12-15
things that should have been private with me and your mother is public,75,Revival,18,Castle,2017-12-15
i cannot stomach  they can take this fame back  i do not want it,76,Revival,18,Castle,2017-12-15
i will put out this last album then i am done with it,77,Revival,18,Castle,2017-12-15
one hundred percent finished,78,Revival,18,Castle,2017-12-15
fed up with it  i am hanging it up  fuck it,79,Revival,18,Castle,2017-12-15
excuse the cursing  baby  but just know,80,Revival,18,Castle,2017-12-15
that i am a good person  though they portray me as cold,81,Revival,18,Castle,2017-12-15
and if things should worsen  do not take this letter i wrote,82,Revival,18,Castle,2017-12-15
as a goodbye note  but your dad at the end of his rope,83,Revival,18,Castle,2017-12-15
i am sliding down a slippery slope,84,Revival,18,Castle,2017-12-15
anyways sweetie  i better go,85,Revival,18,Castle,2017-12-15
i am getting sleepy  love  dad  shit  i do not know,86,Revival,18,Castle,2017-12-15
if i could rewind time like a tape,1,Revival,19,Arose,2017-12-15
inside a boombox  one day for every pill or percocet that i ate,2,Revival,19,Arose,2017-12-15
cut down on the valium  i woulda heard everything,3,Revival,19,Arose,2017-12-15
but death is turning so definite wait ,4,Revival,19,Arose,2017-12-15
they got me all hooked up to some machine,5,Revival,19,Arose,2017-12-15
i love you  bean  did not want you to know i was struggling,6,Revival,19,Arose,2017-12-15
feels like i am underwater submerged like a submarine,7,Revival,19,Arose,2017-12-15
just heard that nurse say  my liver and kidneys are not functioning,8,Revival,19,Arose,2017-12-15
been flirtatious with death  skirt chasing  i guess,9,Revival,19,Arose,2017-12-15
it arrivederci  same nurse  just heard say they are unplugging me,10,Revival,19,Arose,2017-12-15
and it your birthday  jade  i am missing your birthday,11,Revival,19,Arose,2017-12-15
baby girl  i am sorry  i fucking hate when you hurt  hai,12,Revival,19,Arose,2017-12-15
and sweeties  thank you for waiting to open gifts,13,Revival,19,Arose,2017-12-15
but  girls  you can just open them,14,Revival,19,Arose,2017-12-15
dad aint making it home for christmas,15,Revival,19,Arose,2017-12-15
wish i had the strength to just blow a kiss,16,Revival,19,Arose,2017-12-15
i go to make a fist  but i cannot make one  i am frozen stiff,17,Revival,19,Arose,2017-12-15
i yell  but nothing comes out  i am crying inside  i shout,18,Revival,19,Arose,2017-12-15
my vocal cords will not permit me  i scream  but it not aloud,19,Revival,19,Arose,2017-12-15
you put your arm around momma to calm her  wow,20,Revival,19,Arose,2017-12-15
i just thought about the aisle i will never get to walk us down,21,Revival,19,Arose,2017-12-15
never see you graduate in your caps and gowns,22,Revival,19,Arose,2017-12-15
it  bout to be 2008  how this happening now ,23,Revival,19,Arose,2017-12-15
i have got so much more to do,24,Revival,19,Arose,2017-12-15
and  proof  i am truly sorry if i let you down  but this tore me in two,25,Revival,19,Arose,2017-12-15
the thought of no more me and you,26,Revival,19,Arose,2017-12-15
you gave me shoes  nikes like new for me for school,27,Revival,19,Arose,2017-12-15
doody  i am trying  but you  you were the glue that binded,28,Revival,19,Arose,2017-12-15
so many things time  i would give anything to rewind it,29,Revival,19,Arose,2017-12-15
i had to walk down my halls and constantly be reminded,30,Revival,19,Arose,2017-12-15
by pictures all on my walls and i could not sleep at night  cause,31,Revival,19,Arose,2017-12-15
that image burned in my brain of you on that table,32,Revival,19,Arose,2017-12-15
me falling across your body  not able to stand to save you,33,Revival,19,Arose,2017-12-15
god  why did you take him ,34,Revival,19,Arose,2017-12-15
i am tryna keep his legacy alive  but i am dying  where nathan ,35,Revival,19,Arose,2017-12-15
little ladies  be brave  take care of your mother,36,Revival,19,Arose,2017-12-15
smile pretty for pictures  always cherish each other,37,Revival,19,Arose,2017-12-15
i will always love ya  and i will be in the back of your memory,38,Revival,19,Arose,2017-12-15
and i know you will never forget me,39,Revival,19,Arose,2017-12-15
just do not get sad when remembering,40,Revival,19,Arose,2017-12-15
and  little bro  keep making me proud,41,Revival,19,Arose,2017-12-15
you better marry that girl  cause she faithfully down,42,Revival,19,Arose,2017-12-15
and when you are exchanging those sacred vows,43,Revival,19,Arose,2017-12-15
just know that if i could be there  i would,44,Revival,19,Arose,2017-12-15
and should you ever see parenthood  i know you will be good at it,45,Revival,19,Arose,2017-12-15
oh  almost forgot to do something  thank my father too,46,Revival,19,Arose,2017-12-15
i actually learned a lot from you,47,Revival,19,Arose,2017-12-15
you taught me what not to do,48,Revival,19,Arose,2017-12-15
and  mom  wish i would have had the chance,49,Revival,19,Arose,2017-12-15
to have one last heart to heart honest and open talk with you,50,Revival,19,Arose,2017-12-15
doody  i see you  i go to walk to you,51,Revival,19,Arose,2017-12-15
and i can feel my soul leave my body and float across the room,52,Revival,19,Arose,2017-12-15
nurses lean over the bed  pulling tubes out,53,Revival,19,Arose,2017-12-15
then the sheet over my head  shut the room down,54,Revival,19,Arose,2017-12-15
girls  please do not get upset,55,Revival,19,Arose,2017-12-15
i see them cheeks soaking and wet,56,Revival,19,Arose,2017-12-15
as you squeeze hold of my neck  so forcibly  do not want to let,57,Revival,19,Arose,2017-12-15
me go  pillow drenched  emotional wrecks,58,Revival,19,Arose,2017-12-15
with every second  each closer to death,59,Revival,19,Arose,2017-12-15
but suddenly i feel my heart begin to beat slow,60,Revival,19,Arose,2017-12-15
then a breath  machines go   beep beep beep  ,61,Revival,19,Arose,2017-12-15
must have guessed the cheat codes to this shit,62,Revival,19,Arose,2017-12-15
i am tryna rewind time like a tape,63,Revival,19,Arose,2017-12-15
find an escape  make a beeline  try and awake,64,Revival,19,Arose,2017-12-15
from this dream  i need to re find my inner strength,65,Revival,19,Arose,2017-12-15
to remind me  even if a steep climb i must take,66,Revival,19,Arose,2017-12-15
to rewrite a mistake  i am rewinding the tape,67,Revival,19,Arose,2017-12-15
 i do not want it  ,68,Revival,19,Arose,2017-12-15
i will put out this last album  then i am done with it,69,Revival,19,Arose,2017-12-15
one hundred percent finished  fed up with it,70,Revival,19,Arose,2017-12-15
i am hanging it up  fuck it ,71,Revival,19,Arose,2017-12-15
excuse the cursing  baby  but just know,72,Revival,19,Arose,2017-12-15
that i am a good person  though they portray me as cold,73,Revival,19,Arose,2017-12-15
and if things should worsen  but i bet you they will not,74,Revival,19,Arose,2017-12-15
i am pledging to throw this methadone in the toilet,75,Revival,19,Arose,2017-12-15
shred these old letters i wrote,76,Revival,19,Arose,2017-12-15
all that old pathetic loathing  closing credits can roll,77,Revival,19,Arose,2017-12-15
i am proud to be back,78,Revival,19,Arose,2017-12-15
i am  bout to  like a rematch  outdo relapse,79,Revival,19,Arose,2017-12-15
with recovery  mathers lp2,80,Revival,19,Arose,2017-12-15
help propel me to victory laps,81,Revival,19,Arose,2017-12-15
gas toward them and fast forward the past,82,Revival,19,Arose,2017-12-15
consider them last four minutes as,83,Revival,19,Arose,2017-12-15
the song i woulda sang to my daughters,84,Revival,19,Arose,2017-12-15
if i woulda made it to the hospital less than 2 hours later  but i fought it,85,Revival,19,Arose,2017-12-15
and came back like a boomerang on them,86,Revival,19,Arose,2017-12-15
now a new day is dawnin ,87,Revival,19,Arose,2017-12-15
i am up  tuesday  it mornin  now i know,88,Revival,19,Arose,2017-12-15
toilet flush,89,Revival,19,Arose,2017-12-15
it like i am in this dirt  digging up old hurt,1,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
tried everything to get my mind off you  it will not work,2,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
all it takes is one song on the radio  you are,3,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
right back on it  reminding me all over again,4,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
how you fucking just brushed me off and left me so burnt,5,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
spent a lot of time trying  to soul search,6,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
maybe i needed to grow up a little first,7,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
well  looks like i hit a growth spurt,8,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
but i am coming for closure,9,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
do not suppose an explanation i am owed  for,10,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
the way that you turned your back on me,11,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
just when i may have needed you most,12,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
oh  you thought it was over  you could just close the,13,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
chapter and go about your life like it was nothing ,14,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
you ruined mine  but you seem to be doing  fine,15,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
well  i have never recovered,16,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
but tonight i bet you that what you are,17,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 bout to go through tougher than anything i ever have suffered,18,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
cannot think of a better way to define poetic justice,19,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
can i hold grudges  mind saying   let it go  fuck this  ,20,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
heart saying   i will  once i bury this bitch alive,21,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
hide the shovel and then drive off in the sunset  ,22,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and to think i used to think you was the shit  bitch,23,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
to think it was you at one time i worshipped  shit,24,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
think you can hurt people and just keep getting away with it ,25,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
not this time  you better go and get the sewing kit  bitch ,26,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
finish this stitch  so you can reap what you sew  nitwit,27,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
thought some time would pass and i would forget it  forget it ,28,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
you left our family in shambles,29,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and you expect me to just get over him  pretend he never existed ,30,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
may be gone but he not forgotten,31,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and do not think  cause he been out the pictures,32,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
so long that i have stopped the plotting  and still aint coming  to get ya,33,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
you are wrong and that shit was rotten,34,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and the way you played him  same shit you did to me  cold,35,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
have you any idea the shit that i have gone through ,36,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
feelings i harbor  all this pent up resentment i hold on to ,37,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
not once you call to ask me how i am doin ,38,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
letters  you do not respond to them,39,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
fuck it  i am coming to see you,40,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and  gee  who better to talk to than you ,41,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
the cause of my problems,42,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
my life is garbage  and i am  bout to take it out on you,43,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
poof  then i am gone  voosh,44,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i have been driving  around your side of this town,45,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
like 9 fricking  hours and 45 minutes now,46,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
finally i found your new address  park in your drive,47,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
feel like i have been waiting on this moment all of my life,48,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and it now arrived  and my mouth is full of saliva,49,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
my knife is out and i am ducking on the side of your house,50,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
see  it sad it came to this point,51,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
such a disappointment i had to make this appointment,52,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
to come and see ya  but i aint here for your empathy,53,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i do not need your apology or your friendship or sympathy,54,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
it revenge that i seek,55,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
so i sneak vengefully  and treat your bedroom window,56,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
like i reached my full potential  i peeked,57,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
continue to peep  still bent low  then keep,58,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
tapping the glass lightly then start to crescendo  sneak,59,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
all the way  round to the back porch,60,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
man  door handles unlocked  should not be that easy to do this,61,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
you do not plan for intruders beforehand ,62,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
surprised to see me  cat caught your tongue ,63,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
gag  chloroform rag  dag  almost hack up a lung,64,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
like you picked an axe up and swung  stick to the core plan,65,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
dragged to the back of a trunk by one of your fans,66,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
irony spectacular  huh  now who a faggot  you punk ,67,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and here your bronco hat,68,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
you can have that shit back  cause they suck,69,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
it just me  you and the music now  slim  i hope you hear it,70,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
we are in the car right now   wait  here comes my favorite lyric,71,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 i am the bad guy who makes fun of people that die ,72,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and hey  here a sequel to my,73,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
mathers lp just to try to get people to buy,74,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
how this for a publicity stunt  this should be fun ,75,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
last album now   cause after this you will be officially done,76,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
eminem killed by m and m  matthew mitchell,77,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
bitch  i even have your initials,78,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i initially was going to bury you next to my brother  but fuck it,79,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
since you are in love with your city so much  i figured  what the fuck,80,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
the best place you could be buried alive is right here,81,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
two more exits  time is quite near,82,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
hope we do not get stopped  no license i fear,83,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
that sirens i hear  guess 90 on the freeway was not the brightest idea  as cops appear in my driver side mirror,84,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 oh  god  police  aaaghh  ,85,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
hope foxtrot gets an aerial shot of your burial plot  at least,86,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
new plan  stan ,87,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
slim   chauvinist pig drove in this big lincoln town car ,88,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
well  gotta go  almost at the bridge,89,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
ha ha  big bro  it for you  slim  this is for him,90,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
and frank ocean  oh  hope you can swim good,91,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
now say you hate homos again ,92,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
part 2  produced by streetrunner,93,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i also represent,94,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
anyone on the receiving end of those jokes you offend,95,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the nightmare you fell asleep and then woke up still in,96,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am your karma closing in with each stroke of a pen,97,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
perfect time to have some remorse to show for your sin,98,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
nope  it hopeless  i am the denial that you are hopelessly in,99,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
when they say all of this is approaching  its end,100,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
but you refuse to believe that it over  here we go all over again,101,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
back to the wall  i am stacking up all them odds,102,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
toilets clogged  yeah   cause i am talking a lot of,103,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
shit but i am backing it all up,104,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
but in my head there a voice in the back and it hollers,105,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
after the track is demolished  i am your lack of a conscience,106,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the ringing in your ears,107,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the polyps on the back of your tonsils,108,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
eating  your vocal chords after your concerts,109,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am your time that almost up that you have not acknowledged,110,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
grab for some water,111,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
but i am that pill that too jagged to swallow,112,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the bullies you hate that you became,113,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
with every faggot you slaughtered,114,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
coming back on you  every woman you insult,115,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
batter  but the double standards you have,116,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
when it comes to your daughters,117,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i represent everything you take for granted,118,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 cause marshall mathers  the rapper persona,119,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
is half a facade  and matthew and stan just symbolic,120,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
of you not knowing what you had  til it gone,121,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 cause after all the glitz and the glam,122,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
no more fans that are calling your name,123,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
cameras are off  sad  but it happens to all of them,124,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the hindsight to say   i told you so  ,125,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
foreshadows of all the things that are to follow,126,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
i am the future that here to show you what happens tomorrow,127,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
if you do not stop after they call ya,128,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
biggest laughing stock of rap who cannot call it quits,129,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
when it time to walk away  i am every guilt trip,130,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
the baggage you have  but as you gather up all your possessions,131,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
if there anything you have left to say,132,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
 less it makes an impact  then do not bother,133,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
so  fore you rest your case,134,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
better make sure you are packing  a wallop,135,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
so  one last time  i am back,136,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
before it fades into black and it all over,137,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
behold the final chapter in a saga,138,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
trying  to recapture that lightning trapped in a bottle,139,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
twice  the magic that started,140,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
it all  tragic portrait of an artist,141,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
tortured  trapped in his own drawings,142,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
tap into thoughts blacker and darker,143,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
than anything imaginable  here goes a wild stab in the dark,144,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
as we pick up where the last mathers left off,145,The Marshall Mathers LP2,1,Bad Guy,2013-11-05
do not kill me ,1,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
hurry the fuck up ,2,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 shoots the teller ,3,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
thank you ,4,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 running ,5,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
go  go  go  what the    fuck  the fuck did he go ,6,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
mothafucka bail on me  fuck you ,7,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 car stops working ,8,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
aw  you gotta be fucking kidding me ,9,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
are you fucking kidding me  shit ,10,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 running ,11,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 climbs a fence ,12,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
get off ,13,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 shoots a dog ,14,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
ha ha ,15,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 sirens ,16,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
parking lot  shit  ah ,17,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
let me see your hands  bend over ,18,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
ah  fuck it ,19,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
 shoots himself ,20,The Marshall Mathers LP2,2,Parking Lot (Skit),2013-11-05
yeah  yeah,1,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
yeah  yeah yeah,2,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  what your name    marshall,3,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  who your daddy    i do not have one,4,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
my mother reproduced like the komodo dragon,5,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and had me on the back of a motorcycle  then crashed in,6,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
the side of loco motive with rap  i am,7,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
loco  it like handing a psycho a loaded handgun,8,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
michelangelo with a paint gun in a tantrum,9,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 bout to explode all over the canvas,10,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
back with the yoda of rap   in a spasm,11,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
your music usually has them,12,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but waned for the game your enthusiasm it has not,13,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
follow you must  rick rubin my little padawan  ,14,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
a jedi in training  colossal brain and,15,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
thoughts are entertainin ,16,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
but docile and impossible to explain and  i am also vain and,17,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
probably find a way to complain about a picasso painting,18,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
puke skywalker  but sound like chewbacca when i talk,19,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
full of such blind rage i need a seeing  eye dog,20,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
cannot even find the page i was writing this rhyme on,21,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
oh  it on the ram page,22,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
could not see what i wrote  i write small,23,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
it says   ever since i drove a  79 lincoln with whitewalls,24,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
had a fire in my heart,25,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and a dire desire to aspire to die hard  ,26,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
so as long as i am on the clock  punching this time card,27,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
hip hop aint dying on my watch,28,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
now sometimes when i am sleepin ,29,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
she comes to me in my dreams,30,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
is she taken  is she mine ,31,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
do not got time  do not care  do not have two shits to give,32,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
let me take you by the hand to promised land,33,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
and threaten everyone,34,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
 cause there no rhyme or no reason for nothing,35,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  now  what your name    marshall,36,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  who your daddy    i don t know him  but i wonder ,37,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  is he rich like me    ha,38,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
  has he taken any time to show you what you need to live   ,39,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
no  if he had,40,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
he would not have ended up in these rhymes on my pad,41,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
i would not be so mad  my attitude would not be so bad,42,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
yeah  dad  i am the epitome and the prime,43,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
example of what happens when the power of the rhyme,44,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
falls into the wrong hands and,45,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
makes you want to get up and start dancin ,46,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
even if it is charles manson,47,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
who just happens to be rappin   blue lights flashin ,48,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
laughing  all the way to the bank  lamping  in my k mart mansion,49,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
i m in the style department,50,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
with a pile in my cart  ripping  the aisle apart but,51,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
with great power comes,52,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
absolutely no responsibility for content,53,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
completely despondent and condescending,54,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
the king of nonsense and controversy is on a,55,The Marshall Mathers LP2,3,Rhyme or Reason,2013-11-05
